"","artist","date","year","month","quarter","half","auction_house","ah_code","title","medium","med_group","med_code","signed","dum_signed","dum_dated","dum_titled","price","size_framed","area","price_area","er","pound_price","nr_works","hammer_price","timedummy","lnprice","lnarea","lnarea2","lnsculpt_area","counter","rank_all","rank_total","reputation","lnrep","id"
"28215","Madge, Don (Donald James)",2013-09-16,2013,9,3,2,"Bernardi","Bernardi","Cape farm landscape beneath cloud covered mountains","Oil on canvas on board","Oil","Oil","Signed ","1","0","0",10000,"49cm x 74.5cm",3651,2.74,NA,NA,1,10000,"2013 Q3",9.21034037197618,8.20275638165564,67.2852122567923,0,55,45,48,0.0953090187377747,-2.35063083756588,511
"28282","Magrotti, Ercole",2001-11-12,2001,11,4,2,"Stephan Welz & Co","Stephan Welz","Lakeside Village In Winter","oil on canvas laid down on board","Oil","Oil","signed","1","0","0",2000,"48cm x 68.5cm",3288,0.61,NA,NA,1,2000,"2001 Q4",7.60090245954208,8.09803475617607,65.5781669122356,0,8,116,165,0.0519968565192643,-2.95657201378059,487
"28288","Magrotti, Ercole",2007-04-17,2007,4,2,1,"Stephan Welz & Co","Stephan Welz","Lakeside Village In Winter","oil on canvas laid down on board","Oil","Oil","signed","1","0","0",7500,"48cm x 68.5cm",3288,2.28,NA,NA,1,7500,"2007 Q2",8.9226582995244,8.09803475617607,65.5781669122356,0,30,116,165,0.0519968565192643,-2.95657201378059,487
"28314","Magrotti, Ercole",2013-05-26,2013,5,2,1,"5th Avenue","5th Avenue","Italian Lakeside Scene","Oil","Oil","Oil","Signed","1","0","0",2800,"67cm x 97cm",6499,0.43,NA,NA,1,2800,"2013 Q2",7.9373746961633,8.77940359789435,77.0779275347202,0,54,116,165,0.0519968565192643,-2.95657201378059,606
"28325","Magrotti, Ercole",2014-04-06,2014,4,2,1,"5th Avenue","5th Avenue","Italian Lakeside Scene","Oil","Oil","Oil","signed","1","0","0",3300,"67cm x 97cm",6499,0.51,NA,NA,1,3300,"2014 Q2",8.10167774745457,8.77940359789435,77.0779275347202,0,58,116,165,0.0519968565192643,-2.95657201378059,606
"28364","Mahlangu, Sabela Judas",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Who are they ","Etching in colours","Print/woodcut","Print/Woodcut","signed in pencil - numbered A/P ii/v - titled & inscribed Made in S.A","1","0","1",1000,"22cm x 51.5cm",1133,0.88,NA,NA,1,1000,"2011 Q3",6.90775527898214,7.03262426102801,49.4578039967997,0,47,144,286,0.420822172402287,-0.865544927876688,245
"28373","Mahlangu, Sabela Judas",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Who are they ","Etching in colours","Print/woodcut","Print/Woodcut","signed in pencil - numbered A/P ii/v - titled & inscribed Made in S.A","1","0","1",1000,"22cm x 51.5cm",1133,0.88,NA,NA,1,1000,"2011 Q3",6.90775527898214,7.03262426102801,49.4578039967997,0,47,144,286,0.420822172402287,-0.865544927876688,245
"28389","Mahlangu, Speelman",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Abstact composition","acrylic on board","Acrylic","Acrylic","signed","1","0","0",7000,"59cm x 57,5cm",3393,2.06,NA,NA,1,7000,"2011 Q3",8.85366542803745,8.12946976478423,66.088278656541,0,47,68,79,0.190829773122209,-1.65637348852404,496
"28392","Mahlangu, Speelman",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Abstact composition","acrylic on board","Acrylic","Acrylic","signed","1","0","0",7000,"59cm x 57.5cm",3393,2.06,NA,NA,1,7000,"2011 Q3",8.85366542803745,8.12946976478423,66.088278656541,0,47,68,79,0.190829773122209,-1.65637348852404,496
"28400","Mahlangu, Speelman",2013-02-16,2013,2,1,1,"Russell Kaplan","Russell Kaplan","The Spear","bronze  ","Sculpture","Sculpture","Signed  edition 11/11","1","0","0",40000,"42,5cm height",42.5,941.18,NA,NA,1,40000,"2013 Q1",10.5966347330961,3.74950407593037,14.0587808154185,3.74950407593037,53,68,79,0.190829773122209,-1.65637348852404,48
"28405","Mahlangu, Speelman",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Two Figures","bronze","Sculpture","Sculpture","signed and numbered 7/9","1","0","0",18000,"height: 37cm",37,486.49,NA,NA,1,18000,"2011 Q3",9.7981270368783,3.61091791264422,13.0387281718549,3.61091791264422,47,68,79,0.190829773122209,-1.65637348852404,46
"28437","Mahlangu, Speelman",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Dancing Figures","oil on paper","Oil","Oil","signed","1","0","0",9000,"49cm x 69cm",3381,2.66,NA,NA,1,9000,"2011 Q3",9.10497985631836,8.12592680270789,66.0306864029664,0,47,68,79,0.190829773122209,-1.65637348852404,495
"28459","Mahlangu, Speelman",2010-02-21,2010,2,1,1,"Stephan Welz & Co","Stephan Welz","The Spear","bronze with a brown patina","Sculpture","Sculpture","signed and numbered 1/11","1","0","0",40000,"42.5cm",42.5,941.18,NA,NA,1,40000,"2010 Q1",10.5966347330961,3.74950407593037,14.0587808154185,3.74950407593037,41,68,79,0.190829773122209,-1.65637348852404,48
"28500","Mahlangu, Speelman",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Dancing Figures","oil on paper","Oil","Oil","signed","1","0","0",9000,"49cm x 69cm",3381,2.66,NA,NA,1,9000,"2011 Q3",9.10497985631836,8.12592680270789,66.0306864029664,0,47,68,79,0.190829773122209,-1.65637348852404,495
"28504","Mahlangu, Speelman",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Two Figures","bronze","Sculpture","Sculpture","signed and numbered 7/9","1","0","0",18000,"37cm",37,486.49,NA,NA,1,18000,"2011 Q3",9.7981270368783,3.61091791264422,13.0387281718549,3.61091791264422,47,68,79,0.190829773122209,-1.65637348852404,46
"28540","Makhubedu, Enos",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Xhosa mother & child","Oil on board","Oil","Oil","signed & dated '88","1","1","0",2200,"49.5cm x 40.5cm",2005,1.1,NA,NA,1,2200,"2011 Q3",7.69621263934641,7.60339933974067,57.8116815195689,0,47,164,546,0.0520830273406984,-2.95491615410959,846
"28541","Makhubedu, Enos",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Township scene with figures","Oil on board","Oil","Oil","houses & street vendor signed & dated 1988","1","1","0",1000,"41.5cm x 55cm",2283,0.44,NA,NA,1,1000,"2011 Q3",6.90775527898214,7.7332456465298,59.803088229572,0,47,164,546,0.0520830273406984,-2.95491615410959,859
"28546","Makhubedu, Enos",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Xhosa mother & child","Oil on board","Oil","Oil","signed & dated '88","1","1","0",2200,"49.5cm x 40.5cm",2005,1.1,NA,NA,1,2200,"2011 Q3",7.69621263934641,7.60339933974067,57.8116815195689,0,47,164,546,0.0520830273406984,-2.95491615410959,846
"28547","Makhubedu, Enos",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Township scene with figures","Oil on board","Oil","Oil","houses & street vendor signed & dated 1988","1","1","0",1000,"41.5cm x 55cm",2283,0.44,NA,NA,1,1000,"2011 Q3",6.90775527898214,7.7332456465298,59.803088229572,0,47,164,546,0.0520830273406984,-2.95491615410959,859
"28565","Malan, Wendy",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","The Last Supper","Oil on board","Oil","Oil","signed","1","0","0",1600,"34cm x 24cm",816,1.96,NA,NA,1,1600,"2011 Q3",7.37775890822787,6.70441435496411,44.9491718430488,0,47,165,583,0.0570374208986962,-2.86404771955936,197
"28566","Malan, Wendy",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","The Last Supper","Oil on board","Oil","Oil","signed","1","0","0",1600,"34cm x 24cm",816,1.96,NA,NA,1,1600,"2011 Q3",7.37775890822787,6.70441435496411,44.9491718430488,0,47,165,583,0.0570374208986962,-2.86404771955936,197
"28765","Marais, Wessel",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","West coast fishermen's cottages with distant sea","Oil on board","Oil","Oil","signed","1","0","0",5000,"34.5cm x 50cm",1725,2.9,NA,NA,1,5000,"2011 Q3",8.51719319141624,7.45298232946546,55.5469456033244,0,47,42,45,0.103564334671838,-2.26756226835215,328
"28779","Marais, Wessel",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Still life - Daisies in a glass vase","Oil on board","Oil","Oil","signed","1","0","0",6100,"65cm x 51cm",3315,1.84,NA,NA,1,6100,"2011 Q3",8.7160440501614,8.10621290261996,65.7106876226024,0,47,42,45,0.103564334671838,-2.26756226835215,489
"28792","Marais, Wessel",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","West coast fishermen's cottages with distant sea","Oil on board","Oil","Oil","signed","1","0","0",5000,"34.5cm x 50cm",1725,2.9,NA,NA,1,5000,"2011 Q3",8.51719319141624,7.45298232946546,55.5469456033244,0,47,42,45,0.103564334671838,-2.26756226835215,328
"28813","Marais, Wessel",2014-09-28,2014,9,3,2,"5th Avenue","5th Avenue","Cottage & Figures","Oil","Oil","Oil","signed","1","0","0",4600,"30cm x 40cm",1200,3.83,NA,NA,1,4600,"2014 Q3",8.43381158247719,7.09007683577609,50.2691895372087,0,59,42,45,0.103564334671838,-2.26756226835215,256
"28833","Marais, Wessel",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Still life - Daisies in a glass vase","Oil on board","Oil","Oil","signed","1","0","0",6100,"65cm x 51cm",3315,1.84,NA,NA,1,6100,"2011 Q3",8.7160440501614,8.10621290261996,65.7106876226024,0,47,42,45,0.103564334671838,-2.26756226835215,489
"28834","Marais, Wessel",2013-08-25,2013,8,3,2,"5th Avenue","5th Avenue","Cottage & Figures","Oil","Oil","Oil","Signed","1","0","0",4600,"30cm x 40cm",1200,3.83,NA,NA,1,4600,"2013 Q3",8.43381158247719,7.09007683577609,50.2691895372087,0,55,42,45,0.103564334671838,-2.26756226835215,256
"28985","Maritz, Barrymore",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","59 Musgrave Road ","Hand coloured etching","Print/woodcut","Print/Woodcut","signed in pencil dated '85","1","1","0",300,"50cm x 38cm",1900,0.16,NA,NA,1,300,"2011 Q3",5.7037824746562,7.54960916515453,56.9965985465853,0,47,172,1631,0.0734080054848233,-2.61172228275826,833
"28986","Maritz, Barrymore",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","59 Musgrave Road ","Hand coloured etching","Print/woodcut","Print/Woodcut","signed in pencil dated '85","1","1","0",300,"50cm x 38cm",1900,0.16,NA,NA,1,300,"2011 Q3",5.7037824746562,7.54960916515453,56.9965985465853,0,47,172,1631,0.0734080054848233,-2.61172228275826,833
"29063","Marx, Ignatius",2014-02-10,2014,2,1,1,"Bernardi","Bernardi","Going in for The Kill","Pastel on paper","Drawing","Drawing","signed,  inscribed with the fish symbol & dated 98","1","1","0",2400," 36.5cm x 67cm",2446,0.98,NA,NA,1,2400,"2014 Q1",7.78322401633604,7.80220931624712,60.8744702145333,0,57,130,217,0.152079625483283,-1.88335104343465,872
"29080","Marx, Ignatius",2014-07-28,2014,7,3,2,"Bernardi","Bernardi","Going in for The Kill","Pastel on paper","Drawing","Drawing","signed inscribed with the fish symbol & dated 98 ","1","1","0",1000,"36.5cm x 67cm ",2446,0.41,NA,NA,1,1000,"2014 Q3",6.90775527898214,7.80220931624712,60.8744702145333,0,59,130,217,0.152079625483283,-1.88335104343465,872
"29166","Maseko, Joe (Joseph Ramapulane)",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Township scene","mixed media on paper","Mixed media","Mixed Media","signed","1","0","0",2000,"24cm x 44,5cm",1068,1.87,NA,NA,1,2000,"2011 Q3",7.60090245954208,6.97354301952014,48.6303022450981,0,47,57,62,0.167214155763663,-1.78847991825703,231
"29168","Maseko, Joe (Joseph Ramapulane)",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Township scene, mothers with children","mixed media on paper","Mixed media","Mixed Media","signed","1","0","0",4000,"48cm x 68cm",3264,1.23,NA,NA,1,4000,"2011 Q3",8.29404964010203,8.090708716084,65.4595675285176,0,47,57,62,0.167214155763663,-1.78847991825703,485
"29182","Maseko, Joe (Joseph Ramapulane)",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Township scene, mothers with children","mixed media on paper","Mixed media","Mixed Media","signed","1","0","0",4000,"48cm x 68cm",3264,1.23,NA,NA,1,4000,"2011 Q3",8.29404964010203,8.090708716084,65.4595675285176,0,47,57,62,0.167214155763663,-1.78847991825703,485
"29204","Maseko, Joe (Joseph Ramapulane)",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","Township scene","mixed media on paper","Mixed media","Mixed Media","signed","1","0","0",2000,"24cm x 44.5cm",1068,1.87,NA,NA,1,2000,"2011 Q3",7.60090245954208,6.97354301952014,48.6303022450981,0,47,57,62,0.167214155763663,-1.78847991825703,231
"29216","Maseko, Joe (Joseph Ramapulane)",2013-04-23,2013,4,2,1,"Stephan Welz & Co","Stephan Welz","Township Scene","oil and pastel on board","Oil","Oil","Signed","1","0","0",14000,"35cm x 50cm",1750,8,NA,NA,1,14000,"2013 Q2",9.5468126085974,7.46737106691756,55.7616306510375,0,54,57,62,0.167214155763663,-1.78847991825703,332
"29241","Maseko, Joe (Joseph Ramapulane)",2008-06-23,2008,6,2,1,"5th avenue ","5th Avenue","Township Scene","Oil","Oil","Oil","Signed","1","0","0",18000,"35cm x 50cm",1750,10.29,NA,NA,1,18000,"2008 Q2",9.7981270368783,7.46737106691756,55.7616306510375,0,34,57,62,0.167214155763663,-1.78847991825703,332
"29355","Mashile, Colbert",2011-04-20,2011,4,2,1,"Stephan Welz & Co","Stephan Welz","Motho Hlapi","oil on canvas","Oil","Oil","signed and dated 05; inscribed with the title on the stretcher","1","1","1",26000,"97cm x 88cm",8536,3.05,NA,NA,1,26000,"2011 Q2",10.1658518170036,9.05204779298159,81.9395692464229,0,46,127,202,0.282509473292985,-1.26404319517741,979
"29373","Mashile, Colbert",2010-04-21,2010,4,2,1,"Stephan Welz & Co","Stephan Welz","Motho Hlapi","oil on canvas","Oil","Oil","signed and dated 05; inscribed with the title on the stretcher","1","1","1",16000,"97cm x 88cm",8536,1.87,NA,NA,1,16000,"2010 Q2",9.68034400122192,9.05204779298159,81.9395692464229,0,42,127,202,0.282509473292985,-1.26404319517741,979
"29434","Mason-Attwood, Judith Seelawder",2014-06-21,2014,6,2,1,"Russell Kaplan","Russell Kaplan","Face","oil on board","Oil","Oil","signed  ","1","0","0",19000,"56cm x 56cm",3136,6.06,NA,NA,1,19000,"2014 Q2",9.85219425814858,8.0507033814703,64.8138249364173,0,58,58,65,0.277394126394581,-1.28231594510142,480
"29536","Mason-Attwood, Judith Seelawder",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Eroded image","Oil on board","Oil","Oil","signed","1","0","0",70000,"89cm x 119cm",10591,6.61,NA,NA,1,70000,"2011 Q3",11.1562505210315,9.26775986284367,85.8913728753361,0,47,58,65,0.277394126394581,-1.28231594510142,634
"29537","Mason-Attwood, Judith Seelawder",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","Eroded image","Oil on board","Oil","Oil","signed","1","0","0",70000,"89cm x 119cm",10591,6.61,NA,NA,1,70000,"2011 Q3",11.1562505210315,9.26775986284367,85.8913728753361,0,47,58,65,0.277394126394581,-1.28231594510142,634
"29552","Mason-Attwood, Judith Seelawder",2011-11-16,2011,11,4,2,"Stephan Welz & Co","Stephan Welz","Face","oil on board","Oil","Oil","signed","1","0","0",7000,"56cm x 56cm",3136,2.23,NA,NA,1,7000,"2011 Q4",8.85366542803745,8.0507033814703,64.8138249364173,0,48,58,65,0.277394126394581,-1.28231594510142,480
"29560","Mason, Albert Edward",2004-11-15,2004,11,4,2,"Stephan Welz & Co","Stephan Welz","Studio Lunch","oil on canvas","Oil","Oil","signed, signed, dated 1947 & inscribed with the title on the reverse","1","1","1",2200,"49.5cm x 60cm",2970,0.74,NA,NA,1,2200,"2004 Q4",7.69621263934641,7.99631723179675,63.9410892715296,0,20,157,403,0.0514495483669381,-2.96715359483705,903
"29567","Mason, Albert Edward",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","South African Farmhouse - Retief se woonhuis - Cape","Oil on canvas","Oil","Oil","Signed - signed again on the reverse & inscribed with the title","1","0","1",3750,"44.5cm x 59.5cm",2648,1.42,NA,NA,1,3750,"2011 Q3",8.22951111896446,7.8815599170569,62.118986726158,0,47,157,403,0.0514495483669381,-2.96715359483705,421
"29571","Mason, Albert Edward",2011-04-11,2011,4,2,1,"Bernardi","Bernardi","Studio Lunch","Oil on canvas","Oil","Oil","signed and signed again and dated 1947 & inscribed with the title on the reverse","1","1","1",4000,"49.5cm x 60cm ",2970,1.35,NA,NA,1,4000,"2011 Q2",8.29404964010203,7.99631723179675,63.9410892715296,0,46,157,403,0.0514495483669381,-2.96715359483705,903
"29574","Mason, Albert Edward",2011-09-19,2011,9,3,2,"Bernardi","Bernardi","South African Farmhouse - Retief se woonhuis - Cape","Oil on canvas","Oil","Oil","signed - signed again on the reverse & inscribed with the title","1","0","1",3750,"44.5cm x 59.5cm",2648,1.42,NA,NA,1,3750,"2011 Q3",8.22951111896446,7.8815599170569,62.118986726158,0,47,157,403,0.0514495483669381,-2.96715359483705,421
"29668","Matthee, De Wet",2014-11-02,2014,11,4,2,"5th Avenue","5th Avenue","Street Scene with Figures","Oil","Oil","Oil","signed","1","0","0",2800,"23cm x 32cm",736,3.8,NA,NA,1,2800,"2014 Q4",7.9373746961633,6.60123011872888,43.5762390804133,0,60,70,82,0.0902266365479206,-2.4054305900983,174
"29676","Matthee, De Wet",2013-05-26,2013,5,2,1,"5th Avenue","5th Avenue","Village Street Scene","Oil","Oil","Oil","Signed","1","0","0",6500,"59cm x 89cm",5251,1.24,NA,NA,1,6500,"2013 Q2",8.77955745588373,8.56617381363786,73.379333805455,0,54,70,82,0.0902266365479206,-2.4054305900983,563
"29683","Matthee, De Wet",2013-05-26,2013,5,2,1,"5th Avenue","5th Avenue","Village Street Scene","Oil","Oil","Oil","Signed","1","0","0",6000,"89cm x 59cm",5251,1.14,NA,NA,1,6000,"2013 Q2",8.69951474821019,8.56617381363786,73.379333805455,0,54,70,82,0.0902266365479206,-2.4054305900983,563
"29690","Matthee, De Wet",2014-06-08,2014,6,2,1,"5th Avenue","5th Avenue","Seascape","Oil","Oil","Oil","signed","1","0","0",3000,"32cm x 45cm",1440,2.08,NA,NA,1,3000,"2014 Q2",8.00636756765025,7.27239839257005,52.8877783802554,0,58,70,82,0.0902266365479206,-2.4054305900983,293
"29692","Matthee, De Wet",2011-02-05,2011,2,1,1,"5th avenue ","5th Avenue","Antique Shop ","Oil ","Oil","Oil","Signed ","1","0","0",2000,"32cm x 45cm",1440,1.39,NA,NA,2,3000,"2011 Q1",7.60090245954208,7.27239839257005,52.8877783802554,0,45,70,82,0.0902266365479206,-2.4054305900983,292
"29697","Matthee, De Wet",2014-12-07,2014,12,4,2,"5th Avenue","5th Avenue","Interior Scene","Oil","Oil","Oil","signed","1","0","0",3200,"32cm x 44cm",1408,2.27,NA,NA,1,3200,"2014 Q4",8.07090608878782,7.24992553671799,52.5614202879556,0,60,70,82,0.0902266365479206,-2.4054305900983,290
"29717","Matthee, De Wet",2014-11-02,2014,11,4,2,"5th Avenue","5th Avenue","Street Scene with Figures","Oil","Oil","Oil","signed","1","0","0",2600,"23cm x 32cm",736,3.53,NA,NA,1,2600,"2014 Q4",7.86326672400957,6.60123011872888,43.5762390804133,0,60,70,82,0.0902266365479206,-2.4054305900983,174
"29728","Matthee, De Wet",2010-07-04,2010,7,3,2,"5th avenue ","5th Avenue","Antique Shop ","Oil ","Oil","Oil","signed ","1","0","0",3000,"45cm x 32cm",1440,2.08,NA,NA,1,3000,"2010 Q3",8.00636756765025,7.27239839257005,52.8877783802554,0,43,70,82,0.0902266365479206,-2.4054305900983,292
"29739","Matthee, De Wet",2014-12-07,2014,12,4,2,"5th Avenue","5th Avenue","Interior Scene","Oil","Oil","Oil","signed","1","0","0",2000,"32cm x 44cm",1408,1.42,NA,NA,1,2000,"2014 Q4",7.60090245954208,7.24992553671799,52.5614202879556,0,60,70,82,0.0902266365479206,-2.4054305900983,290
"29781","Matthee, De Wet",2015-03-15,2015,3,2,1,"5th Ave Auctioneers","5th Avenue","Seascape","Oil","Oil","Oil","Signed","1","0","0",4000,"32cm x 45cm",1440,2.78,NA,NA,1,4000,"2015 Q1",8.29404964010203,7.27239839257005,52.8877783802554,0,61,70,82,0.0902266365479206,-2.4054305900983,293
"29805","Mautloa, Kagiso Patrick",2004-11-15,2004,11,4,2,"Stephan Welz & Co","Stephan Welz","Untitled","ceramic plate hand painted and glazed ","Sculpture","Sculpture","signed & dated 04 on the reverse","1","1","0",200,"29.5cm diameter",29.5,6.78,NA,NA,1,200,"2004 Q4",5.29831736654804,3.38439026334577,11.4540974546297,3.38439026334577,20,146,301,0.122353585498923,-2.10084018425989,657
"29806","Mautloa, Kagiso Patrick",2004-11-15,2004,11,4,2,"Stephan Welz & Co","Stephan Welz","Untitled","ceramic plate hand painted and glazed ","Sculpture","Sculpture","signed & dated 2004 on the reverse","1","1","0",150,"29.5cm diameter",29.5,5.08,NA,NA,1,150,"2004 Q4",5.01063529409626,3.38439026334577,11.4540974546297,3.38439026334577,20,146,301,0.122353585498923,-2.10084018425989,657
"29857","Mayer, Erich (Ernst Karl)",2015-09-12,2015,9,3,2,"Russell Kaplan Auctioneers","Russell Kaplan","Basutoland","Pencil On Paper","Drawing","Drawing","signed 1950 ","1","1","0",2000,"21cm x 16cm",336,5.95,NA,NA,1,2000,"2015 Q3",7.60090245954208,5.8171111599632,33.8387822473685,0,63,11,12,0.415430677001016,-0.878439520962527,681
"29947","Mayer, Erich (Ernst Karl)",2005-07-03,2005,7,3,2,"Bernardi","Bernardi","Landscape with rocks - bushveld & stream","Watercolour over pencil","Mixed media","Mixed Media","signed & dated 1928 ","1","1","0",5000,"17.5cm x 24.5cm",429,11.66,NA,NA,1,5000,"2005 Q3",8.51719319141624,6.06145691892802,36.7412599800203,0,23,11,12,0.415430677001016,-0.878439520962527,688
"29968","Mayer, Erich (Ernst Karl)",2012-11-26,2012,11,4,2,"Bernardi","Bernardi","Voortrekker Touleiertjie","Pencil on paper","Drawing","Drawing","Signed in pencil    ","1","0","0",2900,"24.5cm x 17cm",417,6.96,NA,NA,1,2900,"2012 Q4",7.97246601597457,6.0330862217988,36.3981293596585,0,52,11,12,0.415430677001016,-0.878439520962527,102
"29983","Mayer, Erich (Ernst Karl)",2007-12-12,2007,12,4,2,"Bernardi","Bernardi","Landscape with figures on horseback among trees - mountains & Hartbeespoort Dam in the far distance","Oil on board","Oil","Oil","signed & dated 1927                                      ","1","1","0",45000,"23.5cm x 34cm",799,56.32,NA,NA,1,45000,"2007 Q4",10.7144177687525,6.68336094576627,44.6673135313939,0,32,11,12,0.415430677001016,-0.878439520962527,719
"30005","Mayer, Erich (Ernst Karl)",2012-06-23,2012,6,2,1,"5th Avenue","5th Avenue","Cottage & Blossom ","Oil ","Oil","Oil","Signed & Dated 1937 ","1","1","0",8500,"17cm x 21cm",357,23.81,NA,NA,1,8500,"2012 Q2",9.04782144247841,5.87773578177964,34.5477779204127,0,50,11,12,0.415430677001016,-0.878439520962527,684
"30007","Mayer, Erich (Ernst Karl)",2005-04-18,2005,4,2,1,"Stephan Welz & Co","Stephan Welz","Rustenburgse Bosveld","oil on canvas laid down on board","Oil","Oil","signed & dated 1920 & inscribed with the title on a label on the reverse","1","1","1",18000,"32cm x 52cm",1664,10.82,NA,NA,1,18000,"2005 Q2",9.7981270368783,7.41697962138115,55.0115867039833,0,22,11,12,0.415430677001016,-0.878439520962527,813
"30021","Mayer, Erich (Ernst Karl)",2015-02-02,2015,2,1,1,"Bernardi","Bernardi","Voortrekker Touleiertjie","Pencil sketch","Drawing","Drawing","signed.Condition Report: Crease & hole evident","1","0","0",1000,"24.5cm x 17cm ",417,2.4,NA,NA,1,1000,"2015 Q1",6.90775527898214,6.0330862217988,36.3981293596585,0,61,11,12,0.415430677001016,-0.878439520962527,102
"30072","Mayer, Erich (Ernst Karl)",2012-05-13,2012,5,2,1,"5th Avenue","5th Avenue","Cottage & Blossom ","Oil ","Oil","Oil","Signed & Dated 1937 ","1","1","0",11000,"17cm x 21cm",357,30.81,NA,NA,1,11000,"2012 Q2",9.30565055178051,5.87773578177964,34.5477779204127,0,50,11,12,0.415430677001016,-0.878439520962527,684
"30076","Mayer, Erich (Ernst Karl)",2005-11-21,2005,11,4,2,"Stephan Welz & Co","Stephan Welz","A View Of A House","watercolour over pencil","Mixed media","Mixed Media","signed & dated 1922","1","1","0",2800,"13.5cm x 21.5cm",290,9.65,NA,NA,1,2800,"2005 Q4",7.9373746961633,5.66988092298052,32.1475496807784,0,24,11,12,0.415430677001016,-0.878439520962527,679
"30091","Mayer, Erich (Ernst Karl)",2004-11-15,2004,11,4,2,"Stephan Welz & Co","Stephan Welz","A View Of A House","watercolour over pencil","Mixed media","Mixed Media","signed & dated 1922","1","1","0",1900,"13.5cm x 21.5cm",290,6.55,NA,NA,1,1900,"2004 Q4",7.54960916515453,5.66988092298052,32.1475496807784,0,20,11,12,0.415430677001016,-0.878439520962527,679
"30116","Mayer, Erich (Ernst Karl)",2010-05-16,2010,5,2,1,"5th avenue ","5th Avenue","Basutoland","Pencil ","Drawing","Drawing","Signed & Dated 1950 ","1","1","0",1000,"21cm x 16cm",336,2.98,NA,NA,1,1000,"2010 Q2",6.90775527898214,5.8171111599632,33.8387822473685,0,42,11,12,0.415430677001016,-0.878439520962527,681
"30146","Mayer, Erich (Ernst Karl)",2002-05-13,2002,5,2,1,"Stephan Welz & Co","Stephan Welz","Rustenburgse Bosveld","oil on canvas laid down on board","Oil","Oil","signed & dated 1920, inscribed with the title on a label on the reverse","1","1","1",13000,"32cm x 52cm",1664,7.81,NA,NA,1,13000,"2002 Q2",9.47270463644367,7.41697962138115,55.0115867039833,0,10,11,12,0.415430677001016,-0.878439520962527,813
"30177","Mayer, Erich (Ernst Karl)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Landscape with Rocks","watercolour with heightening","Mixed media","Mixed Media","signed and dated 1939","1","1","0",7000,"18,5cm x 28,5cm",527,13.28,NA,NA,1,7000,"2011 Q3",8.85366542803745,6.26720054854136,39.2778027156372,0,47,11,12,0.415430677001016,-0.878439520962527,697
"30178","Mayer, Erich (Ernst Karl)",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Landscape with Rocks","watercolour with heightening","Mixed media","Mixed Media","signed and dated 1939","1","1","0",7000,"18.5cm x 28.5cm",527,13.28,NA,NA,1,7000,"2011 Q3",8.85366542803745,6.26720054854136,39.2778027156372,0,47,11,12,0.415430677001016,-0.878439520962527,697
"30190","Mayer, Erich (Ernst Karl)",2001-11-27,2001,11,4,2,"Bernardi","Bernardi","Landscape with rocks - bushveld & stream","Watercolour over pencil","Mixed media","Mixed Media","signed & dated 1928","1","1","0",2200,"17.5cm x 24.5cm",429,5.13,NA,NA,1,2200,"2001 Q4",7.69621263934641,6.06145691892802,36.7412599800203,0,8,11,12,0.415430677001016,-0.878439520962527,688
"30238","Mayer, Erich (Ernst Karl)",2014-02-10,2014,2,1,1,"Bernardi","Bernardi","Heidelberg Toe","Watercolour","Watercolour","Watercolour","signed in pencil,  inscribed with the title & dated 1920","1","1","1",21000," 23.5cm x 34cm",799,26.28,NA,NA,1,21000,"2014 Q1",9.95227771670556,6.68336094576627,44.6673135313939,0,57,11,12,0.415430677001016,-0.878439520962527,718
